pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
03_to_10	pair	1.235530	1.165889	1.059732	0.13318879902362823	0.28983616828918457
04_to_01	pair	2.970037	2.445544	1.214469	-0.16686585545539856	0.3369835615158081
04_to_02	pair	2.212750	1.699304	1.302151	-0.27213254570961	0.3797447681427002
04_to_03	pair	1.305041	1.006448	1.296680	-0.41763511300086975	0.3440069556236267
04_to_04	identity	0.018444	0.000000	1844416.558743	nan	nan
04_to_05	pair	0.775160	0.564615	1.372901	-0.32705438137054443	0.501131534576416
04_to_06	pair	1.618852	1.229325	1.316862	-0.5490952730178833	0.36743617057800293
04_to_07	pair	1.790542	1.380084	1.297415	-0.6037126183509827	0.3353039622306824
04_to_08	pair	1.107304	0.936057	1.182944	-0.189263716340065	0.3803294897079468
04_to_09	pair	1.420986	1.338977	1.061247	0.12020043283700943	0.31349945068359375
04_to_10	pair	2.198875	1.955206	1.124626	-0.018082499504089355	0.32468414306640625
05_to_01	pair	3.551918	2.829511	1.255312	-0.18311412632465363	0.37059301137924194
05_to_02	pair	2.974218	2.143656	1.387451	-0.34046313166618347	0.4527187645435333
05_to_03	pair	2.038806	1.507836	1.352141	-0.46299710869789124	0.4036289155483246
05_to_04	pair	0.750532	0.567273	1.323053	-0.38435128331184387	0.4650760889053345
05_to_05	identity	0.015625	0.000000	1562539.115548	nan	nan
05_to_06	pair	0.889950	0.745984	1.192989	-0.5008976459503174	0.23749250173568726
05_to_07	pair	1.107568	0.864177	1.281644	-0.5496669411659241	0.33763644099235535
05_to_08	pair	1.013689	0.930967	1.088855	0.1165766492486	0.37405911087989807
05_to_09	pair	1.827162	1.608126	1.136206	0.006961754523217678	0.3836810886859894
05_to_10	pair	2.741096	2.304190	1.189614	-0.07570545375347137	0.38097018003463745
06_to_01	pair	4.277801	3.400763	1.257894	-0.24652099609375	0.34923163056373596
06_to_02	pair	3.722260	2.751199	1.352959	-0.3963235318660736	0.40762677788734436
06_to_03	pair	2.846575	2.188906	1.300456	-0.5097078680992126	0.35068172216415405
06_to_04	pair	1.540036	1.216108	1.266364	-0.5326460599899292	0.34567737579345703
06_to_05	pair	0.846683	0.741677	1.141579	-0.4424275755882263	0.21151480078697205
06_to_06	identity	0.018976	0.000000	1897612.586617	nan	nan
06_to_07	pair	0.439422	0.353293	1.243789	-0.06937400996685028	0.4474431872367859
06_to_08	pair	1.232049	1.043631	1.180541	-0.040791191160678864	0.4042081832885742
06_to_09	pair	2.389739	2.039769	1.171573	-0.0879540890455246	0.3538036048412323
06_to_10	pair	3.477487	2.853170	1.218815	-0.17513781785964966	0.34737691283226013
07_to_01	pair	4.348950	3.485907	1.247581	-0.32210054993629456	0.31692761182785034
07_to_02	pair	3.790949	2.882457	1.315180	-0.5003485083580017	0.35923561453819275
07_to_03	pair	2.905689	2.264813	1.282971	-0.6047284007072449	0.3180026113986969
07_to_04	pair	1.695924	1.348633	1.257513	-0.6232869625091553	0.3250853419303894
07_to_05	pair	1.099665	0.862814	1.274510	-0.46443337202072144	0.36676421761512756
07_to_06	pair	0.464800	0.363834	1.277505	-0.03013649396598339	0.5084749460220337
07_to_07	identity	0.026096	0.000000	2609554.678202	nan	nan
07_to_08	pair	1.231371	1.065335	1.155853	-0.25433388352394104	0.28781792521476746
07_to_09	pair	2.453275	2.098351	1.169144	-0.1856696903705597	0.3031758666038513
07_to_10	pair	3.633430	2.950087	1.231635	-0.261512815952301	0.3311377763748169
08_to_01	pair	3.494320	2.728377	1.280732	-0.4084273874759674	0.32459619641304016
08_to_02	pair	2.751644	2.128476	1.292777	-0.5205535292625427	0.33479979634284973
08_to_03	pair	1.877321	1.474185	1.273464	-0.5225366950035095	0.358772873878479
08_to_04	pair	1.085405	0.943325	1.150616	0.00639283936470747	0.4178174138069153
08_to_05	pair	1.002135	0.919981	1.089299	0.18990692496299744	0.45873260498046875
08_to_06	pair	1.246232	1.079471	1.154483	-0.03544452786445618	0.3780895173549652
08_to_07	pair	1.200160	1.094574	1.096463	-0.19791364669799805	0.220011904835701
08_to_08	identity	0.025282	0.000000	2528150.938451	nan	nan
08_to_09	pair	1.453519	1.225374	1.186184	-0.30865681171417236	0.2862221598625183
08_to_10	pair	2.582363	2.094261	1.233067	-0.3523315191268921	0.3134544789791107
09_to_01	pair	1.889983	1.498047	1.261631	-0.43127527832984924	0.30279767513275146
09_to_02	pair	1.385826	1.053976	1.314856	-0.4192997217178345	0.42686358094215393
09_to_03	pair	1.082788	0.985816	1.098367	0.12499486654996872	0.39079344272613525
09_to_04	pair	1.523789	1.401044	1.087610	0.0849916934967041	0.3354891538619995
09_to_05	pair	2.081483	1.796659	1.158530	-0.11851368099451065	0.36028674244880676
09_to_06	pair	2.627292	2.247842	1.168807	-0.25640785694122314	0.307562917470932
09_to_07	pair	2.748444	2.347243	1.170924	-0.3660939633846283	0.270950585603714
09_to_08	pair	1.514218	1.304843	1.160460	-0.32872045040130615	0.23730967938899994
09_to_09	identity	0.024296	0.000000	2429560.571909	nan	nan
09_to_10	pair	1.070819	0.906262	1.181577	-0.1700304001569748	0.2854965627193451
10_to_01	pair	0.779752	0.667537	1.168103	-0.34997236728668213	0.24353598058223724
10_to_02	pair	0.635727	0.611619	1.039417	0.1651145964860916	0.3011969327926636
10_to_03	pair	1.318478	1.240997	1.062434	0.10117294639348984	0.2858816385269165
10_to_04	pair	2.396710	2.056926	1.165190	-0.13337214291095734	0.3299247622489929
10_to_05	pair	3.040570	2.509155	1.211791	-0.22349710762500763	0.36540091037750244
10_to_06	pair	3.769071	3.126520	1.205516	-0.3018368184566498	0.3209719657897949
10_to_07	pair	4.055465	3.318658	1.222020	-0.4342154264450073	0.2895885407924652
10_to_08	pair	2.698354	2.212844	1.219405	-0.392269104719162	0.2868911623954773
10_to_09	pair	1.109925	0.928651	1.195201	-0.2380242794752121	0.2649223208427429
10_to_10	identity	0.021976	0.000000	2197636.477649	nan	nan
