model	patient	ref	tgt	L1_pred	L1_zero	L1_oracle	alpha_oracle	cos	amp_ratio	ratio_pred	ratio_oracle
E1_Decoder	P4	5	7	0.1869225800037384	0.2262541502714157	0.1857345700263977	1.1151465923685233	0.6100401126332791	0.4983859362767587	0.826161994286094	0.8209112177769535
E1_Decoder	P4	5	8	0.35007816553115845	0.5025056600570679	0.347989946603775	1.1051223550213367	0.7805129871658567	0.6008713529057207	0.696665119137964	0.6925095063889529
E1_Decoder	P4	5	9	0.46559038758277893	0.8244877457618713	0.4486384093761444	1.1919052535163426	0.888056024834894	0.6591098844855272	0.5647026168382262	0.5441419980858275
E1_Decoder	P4	5	10	0.6438776254653931	1.2256190776824951	0.5558264255523682	1.3686899995690516	0.9286015261494757	0.6427579713722961	0.5253488928084341	0.45350666913848314
E1_Decoder	P4	6	1	0.6676936745643616	1.3548158407211304	0.5779677629470825	1.3715535845072067	0.9418752267640019	0.698485504731024	0.4928298404076579	0.42660245442616507
E1_Decoder	P4	6	2	0.39021146297454834	0.9496985673904419	0.3909839391708374	1.0190604110280959	0.9408794752494317	0.9382475551366267	0.4108792793557241	0.41169267028081696
E1_Decoder	P4	6	3	0.32277899980545044	0.47208845615386963	0.2527712881565094	0.6873110646226862	0.8794034500751307	1.2495127931579817	0.683725678096746	0.5354320463920064
E1_Decoder	P4	6	4	0.16424454748630524	0.2811547517776489	0.15302203595638275	0.7890428250675302	0.8614843958439213	1.065911471788324	0.5841784513611847	0.5442626702514356
E1_Decoder	P4	6	5	0.13032233715057373	0.15769773721694946	0.1302785575389862	0.8978232976426036	0.5192676831897189	0.5764208082985833	0.8264058790601758	0.8261282618136627
E1_Decoder	P4	6	7	0.1947575807571411	0.23336736857891083	0.19254474341869354	1.1658032773604403	0.5700538302713636	0.4261181829034745	0.8345536136569403	0.8250714081887008
E1_Decoder	P4	6	8	0.35542982816696167	0.5154602527618408	0.3551449477672577	0.9638154445635093	0.8012838042649628	0.6976849643573823	0.6895387690177184	0.6889860971129932
E1_Decoder	P4	6	9	0.5057792663574219	0.8816075921058655	0.4947769343852997	1.112258840846468	0.8849424130508702	0.7202743597521989	0.5737011238177798	0.5612212721574269
E1_Decoder	P4	6	10	0.6847772002220154	1.2733020782470703	0.6149588823318481	1.317600918232653	0.9208197943783155	0.6702636191345758	0.537796342219699	0.4829638566038075
E1_Decoder	P4	7	1	0.6172411441802979	1.3270702362060547	0.5289708375930786	1.3803961477845932	0.9432838508074624	0.7039397492730175	0.46511565653444326	0.3986004833514668
E1_Decoder	P4	7	2	0.380662739276886	0.9430676102638245	0.38185036182403564	1.0348410603718567	0.935503740482774	0.9290397328658327	0.4036431058960821	0.40490242445842506
E1_Decoder	P4	7	3	0.3144691288471222	0.454555481672287	0.2643801271915436	0.6871682604368065	0.8416423713625991	1.2169586528859235	0.6918168222066224	0.581623449394785
E1_Decoder	P4	7	4	0.24702468514442444	0.3223448097705841	0.24693484604358673	0.9800876985140913	0.6968509744312108	0.7089618499521159	0.7663367848864521	0.7660580799155186
E1_Decoder	P4	7	5	0.18168215453624725	0.22379174828529358	0.1790418028831482	1.2858676032512721	0.630440059142767	0.45930736800485106	0.8118358068530557	0.8000375539088359
E1_Decoder	P4	7	6	0.19079217314720154	0.22178798913955688	0.19078531861305237	0.9437251092460682	0.5232926108627902	0.501430184107051	0.860245741382994	0.8602148355878887
E1_Decoder	P4	7	8	0.26896288990974426	0.39404281973838806	0.26887473464012146	1.024663729597627	0.7875824287097968	0.6585850362367583	0.6825727470134171	0.6823490269880621
E1_Decoder	P4	7	9	0.4051635265350342	0.751949667930603	0.39025184512138367	1.1697210060987118	0.9035037035553385	0.7225806115113557	0.5388173488393992	0.5189866579705701
E1_Decoder	P4	7	10	0.6664692163467407	1.2222901582717896	0.5518147349357605	1.477482650587949	0.9271033358805718	0.6188006240783319	0.5452626872894644	0.4514596891755865
E1_Decoder	P4	8	1	0.49156826734542847	1.038526177406311	0.42573049664497375	1.4831494347643002	0.9375609948799876	0.6536866336229501	0.47333257267824097	0.4099371839699056
E1_Decoder	P4	8	2	0.32303091883659363	0.6610138416290283	0.322843074798584	0.9922435524306211	0.8972713267820438	0.917489423670441	0.488690097684647	0.4884059220347896
E1_Decoder	P4	8	3	0.3625946640968323	0.41764330863952637	0.353183776140213	0.7162207914184767	0.5718891374524723	0.7249418235559278	0.8681922027626514	0.845658888420144
E1_Decoder	P4	8	4	0.34522804617881775	0.45326828956604004	0.33428019285202026	1.3739470807497776	0.7393784976493826	0.4852090548230634	0.7616417343232631	0.7374885924008953
