patient	ref	tgt	L1_atlas	L1_zero	L1_atlas_oracle	alpha_oracle	cos	ratio_atlas	ratio_oracle
P2	2	6	0.7319325804710388	0.5936715006828308	0.5329921245574951	0.41846898723123355	0.5369970331231435	1.2328915564065017	0.8977896428318636
P2	2	7	0.6821462512016296	0.6488731503486633	0.5649207234382629	0.501465439967421	0.5232399016210406	1.0512782827199545	0.870618121792696
P2	2	8	0.5234951376914978	0.6217078566551208	0.509015679359436	0.7832357184117356	0.5782788159289899	0.8420275408903117	0.8187377301261959
P2	2	9	0.3582202196121216	0.45699983835220337	0.35372239351272583	1.3122767746370674	0.6292622001497562	0.7838519613130503	0.7740098875923823
P2	2	10	0.2849333584308624	0.23469537496566772	0.2342468649148941	0.08673479424590412	0.05800836932512034	1.2140561290248848	0.9980889693678914
P2	3	1	0.4448018968105316	0.303251713514328	0.2813418507575989	0.32339078914469066	0.5070098701951137	1.4667745539037678	0.927750242520249
P2	3	2	0.22567349672317505	0.1737096607685089	0.1543360948562622	0.4355523236652999	0.6294984563478216	1.2991418883945367	0.8884715690161612
P2	3	4	0.1880279779434204	0.17508092522621155	0.1552027463912964	0.5395099017101838	0.6006434989601999	1.073948962175524	0.8864629095989083
P2	3	5	0.37721145153045654	0.3337951898574829	0.30165159702301025	0.4729861960664765	0.5264842082493165	1.1300685659715786	0.9037026481771752
P2	3	6	0.49232006072998047	0.44251105189323425	0.3968495726585388	0.4459584957862825	0.47587950336723067	1.112559920534513	0.8968127936255199
P2	3	7	0.4961002469062805	0.5250946879386902	0.45893099904060364	0.5811817112297141	0.4524390710449303	0.9447824521968978	0.8739966516175997
P2	3	8	0.453556627035141	0.5214959979057312	0.45354658365249634	0.8607153362705828	0.40650352611260326	0.8697221625028245	0.8697029037114148
P2	3	9	0.44218307733535767	0.3821121156215668	0.38099777698516846	0.03928501626078143	0.026213589137866214	1.1572076865871572	0.9970837390628515
P2	3	10	0.49111947417259216	0.31459182500839233	0.30439212918281555	0.1525820312583426	0.21461795243437243	1.5611323471596588	0.967578001032593
