[2026-08-26 10:25:20] === E2 QC START gpu=0 (enc/dec/both × varian+elekta) ===
[2026-08-26 10:25:20] QC varian encoder CV_P1_V_01
[ckpt] cond_dim=2 phase=linear
[encoder] scan=CV_P1_V_01 pairs=100 panels=100 ckpt=crb_enc_mse_cyclic_full_spare_generator.pth out=/home/abhishek/Voxel_GAN/PopulationStudy/ClinicalExperiments/Experiment2/EncoderCRB/plots/qc_varian/P1/CV_P1_V_01
[063/100] 07_to_03  L1=0.643  L1/zero=0.89  cos=0.49  k=0.53
[064/100] 07_to_04  L1=0.510  L1/zero=0.90  cos=0.41  k=0.45
[065/100] 07_to_05  L1=0.396  L1/zero=0.96  cos=0.28  k=0.40
[066/100] 07_to_06  L1=0.327  L1/zero=0.92  cos=0.41  k=0.21
[067/100] 07_to_07  L1=0.006  L1/zero=551592.37  cos=nan  k=nan
[068/100] 07_to_08  L1=0.265  L1/zero=0.83  cos=0.59  k=0.51
[069/100] 07_to_09  L1=0.401  L1/zero=0.88  cos=0.65  k=1.00
[070/100] 07_to_10  L1=0.532  L1/zero=0.81  cos=0.68  k=0.81
[071/100] 08_to_01  L1=0.645  L1/zero=0.81  cos=0.56  k=0.42
[072/100] 08_to_02  L1=0.542  L1/zero=0.80  cos=0.57  k=0.45
[073/100] 08_to_03  L1=0.528  L1/zero=0.93  cos=0.33  k=0.52
[074/100] 08_to_04  L1=0.563  L1/zero=1.03  cos=0.20  k=0.53
[075/100] 08_to_05  L1=0.539  L1/zero=0.86  cos=0.47  k=0.42
[076/100] 08_to_06  L1=0.517  L1/zero=0.82  cos=0.56  k=0.44
[077/100] 08_to_07  L1=0.329  L1/zero=0.91  cos=0.46  k=0.30
[078/100] 08_to_08  L1=0.005  L1/zero=454781.62  cos=nan  k=nan
[079/100] 08_to_09  L1=0.280  L1/zero=0.91  cos=0.44  k=0.59
[080/100] 08_to_10  L1=0.436  L1/zero=0.91  cos=0.53  k=0.69
[081/100] 09_to_01  L1=0.490  L1/zero=0.84  cos=0.65  k=0.37
[082/100] 09_to_02  L1=0.534  L1/zero=0.94  cos=0.31  k=0.44
[083/100] 09_to_03  L1=0.576  L1/zero=1.12  cos=0.04  k=0.72
[084/100] 09_to_04  L1=0.588  L1/zero=1.16  cos=0.26  k=1.00
[085/100] 09_to_05  L1=0.597  L1/zero=0.84  cos=0.59  k=0.83
[086/100] 09_to_06  L1=0.573  L1/zero=0.75  cos=0.71  k=0.82
[087/100] 09_to_07  L1=0.397  L1/zero=0.88  cos=0.64  k=0.92
[088/100] 09_to_08  L1=0.240  L1/zero=0.93  cos=0.48  k=0.67
[089/100] 09_to_09  L1=0.007  L1/zero=692961.50  cos=nan  k=nan
[090/100] 09_to_10  L1=0.264  L1/zero=0.94  cos=0.44  k=0.48
[091/100] 10_to_01  L1=0.351  L1/zero=0.96  cos=0.45  k=0.16
